,,,,,,,,,,,,,,,,,,
5,If the root of Sally’s tooth is damaged she will need a root canal treatment.,If the root of Sally’s tooth is not damaged then she can just get just a filling.,"If Sally has to get a root canal treatment, she has to visit the dentist every week for four weeks.",If Sally gets just a filling then the dentist will fill it immediately and she doesn’t have to return anytime soon.,Modal on different QUD,Modal on different QUD,The dentist tried to show Sally how the X-Ray confirmed that the root of Sally's tooth was damaged. But Sally may not have been able to pay attention probably because the pain was too great.,The dentist showed Sally how the X-Ray confirmed that the root of Sally's tooth was damaged.,How certain are you that Sally has to return to the dentist every week?,How certain are you that Sally doesn’t have to return to the dentist any time soon?,,,Certain,Certainly not,Certain,Certainly not,,
6,If the root of Sally’s tooth is damaged she will need a root canal treatment.,If the root of Sally’s tooth is not damaged then she can just get just a filling.,"If Sally has to get a root canal treatment, she has to visit the dentist every week for four weeks.",If Sally gets just a filling then the dentist will fill it immediately and she doesn’t have to return anytime soon.,Modal on different QUD,Modal on different QUD,The dentist showed Sally how the X-Ray confirmed that the root of Sally's tooth was damaged.,The dentist tried to show Sally how the X-Ray confirmed that the root of Sally's tooth was damaged. But Sally may not have been able to pay attention probably because the pain was too great.,How certain are you that Sally has to return to the dentist every week?,How certain are you that Sally doesn’t have to return to the dentist any time soon?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If Francis takes the train to London he will reach the next day morning.,"If Francis takes the flight to London, he will reach in the afternoon.","If Francis reaches London the next day morning, he can save money on one night’s hotel rent.",If Francis reaches in the afternoon he will have to stay an extra night in a hotel in London.,Modal on different QUD,Modal on different QUD,I am not sure if Francis' is in the first class or second class train cars. If he is in the first class car we may need to walk up the platform a bit.,We have to walk up the platform to meet Francis at the first class train car.,How certain are you that Francis took the train to London?,How certain are you that Francis took the flight to London?,,,Certain,Certainly not,Certain,Certainly not,,
2,If Francis takes the train to London he will reach the next day morning.,"If Francis takes the flight to London, he will reach in the afternoon.","If Francis reaches London the next day morning, he can save money on one night’s hotel rent.",If Francis reaches in the afternoon he will have to stay an extra night in a hotel in London.,Modal on different QUD,Modal on different QUD,We have to walk up the platform to meet Francis at the first class train car.,I am not sure if Francis' is in the first class or second class train cars. If he is in the first class car we may need to walk up the platform a bit.,How certain are you that Francis took the train to London?,How certain are you that Francis took the flight to London?,,,Certain,Certainly not,Certain,Certainly not,,
3,If Francis takes the train to London he will reach the next day morning.,"If Francis takes the flight to London, he will reach in the afternoon.","If Francis reaches London the next day morning, he can save money on one night’s hotel rent.",If Francis reaches in the afternoon he will have to stay an extra night in a hotel in London.,Modal on different QUD,Modal on different QUD,I am not sure if Francis' is in the first class or second class train cars. If he is in the first class car we may need to walk up the platform a bit.,We have to walk up the platform to meet Francis at the first class train car.,How certain are you that Francis reached London the next day morning?,How certain are you that Francis reached the London that night?,,,Certain,Certainly not,Certain,Certainly not,,
4,If Francis takes the train to London he will reach the next day morning.,"If Francis takes the flight to London, he will reach in the afternoon.","If Francis reaches London the next day morning, he can save money on one night’s hotel rent.",If Francis reaches in the afternoon he will have to stay an extra night in a hotel in London.,Modal on different QUD,Modal on different QUD,We have to walk up the platform to meet Francis at the first class train car.,I am not sure if Francis' is in the first class or second class train cars. If he is in the first class car we may need to walk up the platform a bit.,How certain are you that Francis reached London the next day morning?,How certain are you that Francis reached the London that night?,,,Certain,Certainly not,Certain,Certainly not,,
5,If Francis takes the train to London he will reach the next day morning.,"If Francis takes the flight to London, he will reach in the afternoon.","If Francis reaches London the next day morning, he can save money on one night’s hotel rent.",If Francis reaches in the afternoon he will have to stay an extra night in a hotel in London.,Modal on different QUD,Modal on different QUD,I am not sure if Francis' is in the first class or second class train cars. If he is in the first class car we may need to walk up the platform a bit.,We have to walk up the platform to meet Francis at the first class train car.,How certain are you that Francis didn’t stay and extra night in the hotel?,How certain are you that Francis stayed an extra night in the hotel?,,,Certain,Certainly not,Certain,Certainly not,,
6,If Francis takes the train to London he will reach the next day morning.,"If Francis takes the flight to London, he will reach in the afternoon.","If Francis reaches London the next day morning, he can save money on one night’s hotel rent.",If Francis reaches in the afternoon he will have to stay an extra night in a hotel in London.,Modal on different QUD,Modal on different QUD,We have to walk up the platform to meet Francis at the first class train car.,I am not sure if Francis' is in the first class or second class train cars. If he is in the first class car we may need to walk up the platform a bit.,How certain are you that Francis didn’t stay and extra night in the hotel?,How certain are you that Francis stayed an extra night in the hotel?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If the judge rules in favour of the protesters they will be allowed to protest today and will surely go ahead with their protest today.,"If the judge rules against the protesters, the police will be deployed to block any protest and the protestors there will be no protest today.","If the protestors put on a protest today, then the whole of High street will be shut at 11 for an hour.",If the protestors don’t protest then then traffic will flow on high street today.,Modal on different QUD,Modal on different QUD,"Dave thinks the judge is leftist for ruling in favour of the protestors. I don't quite agree with him though, his other rulings seem to be very conservative.",The judge is leftist for ruling in favour of the protestors.,How certain are you that the judge ruled in favour of the protestors?,How certain are you that the judge ruled against the protestors?,,,Certain,Certainly not,Certain,Certainly not,,
2,If the judge rules in favour of the protesters they will be allowed to protest today and will surely go ahead with their protest today.,"If the judge rules against the protesters, the police will be deployed to block any protest and the protestors there will be no protest today.","If the protestors put on a protest today, then the whole of High street will be shut at 11 for an hour.",If the protestors don’t protest then then traffic will flow on high street today.,Modal on different QUD,Modal on different QUD,The judge is leftist for ruling in favour of the protestors.,"Dave thinks the judge is leftist for ruling in favour of the protestors. I don't quite agree with him though, his other rulings seem to be very conservative.",How certain are you that the judge ruled in favour of the protestors?,How certain are you that the judge ruled against the protestors?,,,Certain,Certainly not,Certain,Certainly not,,
3,If the judge rules in favour of the protesters they will be allowed to protest today and will surely go ahead with their protest today.,"If the judge rules against the protesters, the police will be deployed to block any protest and the protestors there will be no protest today.","If the protestors put on a protest today, then the whole of High street will be shut at 11 for an hour.",If the protestors don’t protest then then traffic will flow on high street today.,Modal on different QUD,Modal on different QUD,"Dave thinks the judge is leftist for ruling in favour of the protestors. I don't quite agree with him though, his other rulings seem to be very conservative.",The judge is leftist for ruling in favour of the protestors.,How certain are you that protestors put on a protest today?,How certain are you that the protestors didn’t put on a protest today?,,,Certain,Certainly not,Certain,Certainly not,,
4,If the judge rules in favour of the protesters they will be allowed to protest today and will surely go ahead with their protest today.,"If the judge rules against the protesters, the police will be deployed to block any protest and the protestors there will be no protest today.","If the protestors put on a protest today, then the whole of High street will be shut at 11 for an hour.",If the protestors don’t protest then then traffic will flow on high street today.,Modal on different QUD,Modal on different QUD,The judge is leftist for ruling in favour of the protestors.,"Dave thinks the judge is leftist for ruling in favour of the protestors. I don't quite agree with him though, his other rulings seem to be very conservative.",How certain are you that protestors put on a protest today?,How certain are you that the protestors didn’t put on a protest today?,,,Certain,Certainly not,Certain,Certainly not,,
5,If the judge rules in favour of the protesters they will be allowed to protest today and will surely go ahead with their protest today.,"If the judge rules against the protesters, the police will be deployed to block any protest and the protestors there will be no protest today.","If the protestors put on a protest today, then the whole of High street will be shut at 11 for an hour.",If the protestors don’t protest then then traffic will flow on high street today.,Modal on different QUD,Modal on different QUD,"Dave thinks the judge is leftist for ruling in favour of the protestors. I don't quite agree with him though, his other rulings seem to be very conservative.",The judge is leftist for ruling in favour of the protestors.,How certain are you that high street will be blocked today?,How certain are you that high street will not be blocked today?,,,Certain,Certainly not,Certain,Certainly not,,
6,If the judge rules in favour of the protesters they will be allowed to protest today and will surely go ahead with their protest today.,"If the judge rules against the protesters, the police will be deployed to block any protest and the protestors there will be no protest today.","If the protestors put on a protest today, then the whole of High street will be shut at 11 for an hour.",If the protestors don’t protest then then traffic will flow on high street today.,Modal on different QUD,Modal on different QUD,The judge is leftist for ruling in favour of the protestors.,"Dave thinks the judge is leftist for ruling in favour of the protestors. I don't quite agree with him though, his other rulings seem to be very conservative.",How certain are you that high street will be blocked today?,How certain are you that high street will not be blocked today?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,"If the flight is from terminal 1, Bob will make it to his flight in time.","If the flight is from terminal 2, Bob will not make it to his flight in time.",If Bob makes his flight he will make it time for Christmas dinner at his grandmother’s.,"If Bob misses his flight he will only reach the next day, missing Christmas dinner at his grandmother’s.",Modal on different QUD,Modal on different QUD,"If I remember correctly, they have a nice cafe outside Terminal 1. I am looking forward to a nice cup of coffee when we drop Bob off at the terminal.",We'll have a cup of coffee when we drop Bob of at terminal 1.,How certain are you that Bob’s flight is from terminal 1?,How certain are you that Bob’s flight is from terminal 2?,,,Certain,Certainly not,Certain,Certainly not,,
2,"If the flight is from terminal 1, Bob will make it to his flight in time.","If the flight is from terminal 2, Bob will not make it to his flight in time.",If Bob makes his flight he will make it time for Christmas dinner at his grandmother’s.,"If Bob misses his flight he will only reach the next day, missing Christmas dinner at his grandmother’s.",Modal on different QUD,Modal on different QUD,We'll have a cup of coffee when we drop Bob of at terminal 1.,"If I remember correctly, they have a nice cafe outside Terminal 1. I am looking forward to a nice cup of coffee when we drop Bob off at the terminal.",How certain are you that Bob’s flight is from terminal 1?,How certain are you that Bob’s flight is from terminal 2?,,,Certain,Certainly not,Certain,Certainly not,,
3,"If the flight is from terminal 1, Bob will make it to his flight in time.","If the flight is from terminal 2, Bob will not make it to his flight in time.",If Bob makes his flight he will make it time for Christmas dinner at his grandmother’s.,"If Bob misses his flight he will only reach the next day, missing Christmas dinner at his grandmother’s.",Modal on different QUD,Modal on different QUD,"If I remember correctly, they have a nice cafe outside Terminal 1. I am looking forward to a nice cup of coffee when we drop Bob off at the terminal.",We'll have a cup of coffee when we drop Bob of at terminal 1.,How certain are you that Bob will make his flight?,How certain are you that Bob will miss his flight?,,,Certain,Certainly not,Certain,Certainly not,,
4,"If the flight is from terminal 1, Bob will make it to his flight in time.","If the flight is from terminal 2, Bob will not make it to his flight in time.",If Bob makes his flight he will make it time for Christmas dinner at his grandmother’s.,"If Bob misses his flight he will only reach the next day, missing Christmas dinner at his grandmother’s.",Modal on different QUD,Modal on different QUD,We'll have a cup of coffee when we drop Bob of at terminal 1.,"If I remember correctly, they have a nice cafe outside Terminal 1. I am looking forward to a nice cup of coffee when we drop Bob off at the terminal.",How certain are you that Bob will make his flight?,How certain are you that Bob will miss his flight?,,,Certain,Certainly not,Certain,Certainly not,,
5,"If the flight is from terminal 1, Bob will make it to his flight in time.","If the flight is from terminal 2, Bob will not make it to his flight in time.",If Bob makes his flight he will make it time for Christmas dinner at his grandmother’s.,"If Bob misses his flight he will only reach the next day, missing Christmas dinner at his grandmother’s.",Modal on different QUD,Modal on different QUD,"If I remember correctly, they have a nice cafe outside Terminal 1. I am looking forward to a nice cup of coffee when we drop Bob off at the terminal.",We'll have a cup of coffee when we drop Bob of at terminal 1.,How certain are you that Bob will make it to his grandmother’s Christmas dinner?,How certain are you that Bob will miss his grandmother’s Christmas dinner?,,,Certain,Certainly not,Certain,Certainly not,,
6,"If the flight is from terminal 1, Bob will make it to his flight in time.","If the flight is from terminal 2, Bob will not make it to his flight in time.",If Bob makes his flight he will make it time for Christmas dinner at his grandmother’s.,"If Bob misses his flight he will only reach the next day, missing Christmas dinner at his grandmother’s.",Modal on different QUD,Modal on different QUD,We'll have a cup of coffee when we drop Bob of at terminal 1.,"If I remember correctly, they have a nice cafe outside Terminal 1. I am looking forward to a nice cup of coffee when we drop Bob off at the terminal.",How certain are you that Bob will make it to his grandmother’s Christmas dinner?,How certain are you that Bob will miss his grandmother’s Christmas dinner?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If Alice retires from competitive sport now she will take up a science degree at a university and start her career in the sciences.,If Alice doesn’t retire from competitive sport now she will play for the Olympics.,"If Alice takes up university degree now, she will get a prestigious Commonwealth scholarship.","If Alice plays in the Olympics, she win at least a bronze.",Modal on different QUD,Modal on different QUD,I wonder if they can fill the gap created by Alice's retirement last month from their junior ranks. It may be hard.,They filled the gap created by Alice's retirement last month from their junior ranks.,How certain are you that Alice retired from competitive sport?,How certain are you that Alice will continue competitive sport and not retire?,,,Certain,Certainly not,Certain,Certainly not,,
2,If Alice retires from competitive sport now she will take up a science degree at a university and start her career in the sciences.,If Alice doesn’t retire from competitive sport now she will play for the Olympics.,"If Alice takes up university degree now, she will get a prestigious Commonwealth scholarship.","If Alice plays in the Olympics, she win at least a bronze.",Modal on different QUD,Modal on different QUD,They filled the gap created by Alice's retirement last month from their junior ranks.,I wonder if they can fill the gap created by Alice's retirement last month from their junior ranks. It may be hard.,How certain are you that Alice retired from competitive sport?,How certain are you that Alice will continue competitive sport and not retire?,,,Certain,Certainly not,Certain,Certainly not,,
3,If Alice retires from competitive sport now she will take up a science degree at a university and start her career in the sciences.,If Alice doesn’t retire from competitive sport now she will play for the Olympics.,"If Alice takes up university degree now, she will get a prestigious Commonwealth scholarship.","If Alice plays in the Olympics, she win at least a bronze.",Modal on different QUD,Modal on different QUD,I wonder if they can fill the gap created by Alice's retirement last month from their junior ranks. It may be hard.,They filled the gap created by Alice's retirement last month from their junior ranks.,How certain are you that Alice will take up a university degree?,How certain are you that Alice will take part in the Olympics?,,,Certain,Certainly not,Certain,Certainly not,,
4,If Alice retires from competitive sport now she will take up a science degree at a university and start her career in the sciences.,If Alice doesn’t retire from competitive sport now she will play for the Olympics.,"If Alice takes up university degree now, she will get a prestigious Commonwealth scholarship.","If Alice plays in the Olympics, she win at least a bronze.",Modal on different QUD,Modal on different QUD,They filled the gap created by Alice's retirement last month from their junior ranks.,I wonder if they can fill the gap created by Alice's retirement last month from their junior ranks. It may be hard.,How certain are you that Alice will take up a university degree?,How certain are you that Alice will take part in the Olympics?,,,Certain,Certainly not,Certain,Certainly not,,
5,If Alice retires from competitive sport now she will take up a science degree at a university and start her career in the sciences.,If Alice doesn’t retire from competitive sport now she will play for the Olympics.,"If Alice takes up university degree now, she will get a prestigious Commonwealth scholarship.","If Alice plays in the Olympics, she win at least a bronze.",Modal on different QUD,Modal on different QUD,I wonder if they can fill the gap created by Alice's retirement last month from their junior ranks. It may be hard.,They filled the gap created by Alice's retirement last month from their junior ranks.,How certain are you that Alice will win the prestigious Commonwealth scholarship?,How certain are you that Alice will win at least a bronze at the Olympics?,,,Certain,Certainly not,Certain,Certainly not,,
6,If Alice retires from competitive sport now she will take up a science degree at a university and start her career in the sciences.,If Alice doesn’t retire from competitive sport now she will play for the Olympics.,"If Alice takes up university degree now, she will get a prestigious Commonwealth scholarship.","If Alice plays in the Olympics, she win at least a bronze.",Modal on different QUD,Modal on different QUD,They filled the gap created by Alice's retirement last month from their junior ranks.,I wonder if they can fill the gap created by Alice's retirement last month from their junior ranks. It may be hard.,How certain are you that Alice will win the prestigious Commonwealth scholarship?,How certain are you that Alice will win at least a bronze at the Olympics?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,"If Jane takes the job in Brussels then her partner, Jack, will leave his job.","If Jane takes the job in London, her partner, Jack, will not leave his job.",If Jack leaves his job then they will not be able to buy a new house in London.,If Jack stays in his job they will buy a new house in London.,Modal on different QUD,Modal on different QUD,I believe Jane really likes her job in Brussels but I really wish they had paid her a little more though.,"Jane likes her job in Brussels, but it should have paid her more.",How certain are you that Jane will take the Job in Brussels?,How certain are you that Jane will take the Job in London?,,,Certain,Certainly not,Certain,Certainly not,,
2,"If Jane takes the job in Brussels then her partner, Jack, will leave his job.","If Jane takes the job in London, her partner, Jack, will not leave his job.",If Jack leaves his job then they will not be able to buy a new house in London.,If Jack stays in his job they will buy a new house in London.,Modal on different QUD,Modal on different QUD,"Jane likes her job in Brussels, but it should have paid her more.",I believe Jane really likes her job in Brussels but I really wish they had paid her a little more though.,How certain are you that Jane will take the Job in Brussels?,How certain are you that Jane will take the Job in London?,,,Certain,Certainly not,Certain,Certainly not,,
3,"If Jane takes the job in Brussels then her partner, Jack, will leave his job.","If Jane takes the job in London, her partner, Jack, will not leave his job.",If Jack leaves his job then they will not be able to buy a new house in London.,If Jack stays in his job they will buy a new house in London.,Modal on different QUD,Modal on different QUD,I believe Jane really likes her job in Brussels but I really wish they had paid her a little more though.,"Jane likes her job in Brussels, but it should have paid her more.",How certain are you that Jack will leave his job?,How certain are you that Jack will keep his Job?,,,Certain,Certainly not,Certain,Certainly not,,
4,"If Jane takes the job in Brussels then her partner, Jack, will leave his job.","If Jane takes the job in London, her partner, Jack, will not leave his job.",If Jack leaves his job then they will not be able to buy a new house in London.,If Jack stays in his job they will buy a new house in London.,Modal on different QUD,Modal on different QUD,"Jane likes her job in Brussels, but it should have paid her more.",I believe Jane really likes her job in Brussels but I really wish they had paid her a little more though.,How certain are you that Jack will leave his job?,How certain are you that Jack will keep his Job?,,,Certain,Certainly not,Certain,Certainly not,,
5,"If Jane takes the job in Brussels then her partner, Jack, will leave his job.","If Jane takes the job in London, her partner, Jack, will not leave his job.",If Jack leaves his job then they will not be able to buy a new house in London.,If Jack stays in his job they will buy a new house in London.,Modal on different QUD,Modal on different QUD,I believe Jane really likes her job in Brussels but I really wish they had paid her a little more though.,"Jane likes her job in Brussels, but it should have paid her more.",How certain are you that Jack and Jane will not buy a new house in London?,How certain are you that Jack and Jane will buy a house in London?,,,Certain,Certainly not,Certain,Certainly not,,
6,"If Jane takes the job in Brussels then her partner, Jack, will leave his job.","If Jane takes the job in London, her partner, Jack, will not leave his job.",If Jack leaves his job then they will not be able to buy a new house in London.,If Jack stays in his job they will buy a new house in London.,Modal on different QUD,Modal on different QUD,"Jane likes her job in Brussels, but it should have paid her more.",I believe Jane really likes her job in Brussels but I really wish they had paid her a little more though.,How certain are you that Jack and Jane will not buy a new house in London?,How certain are you that Jack and Jane will buy a house in London?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If at least 15 people sign up today the fresher’s event will be held.,"If less than 15 people sign up today, the fresher’s event will postponed.","If the fresher’s event is held, Mark will open the college bar.",If the fresher’s event is postponed the college bar will remain shut.,Modal on different QUD,Modal on different QUD,The 25 people that signed up seem to be all the president's friends. That is funny it does look like he has a large network.,The 25 people that signed up are president's friends.,How certain are you that at least 15 people signed up for today’s fresher event?,How certain are you that less than 15 people signed up for today’s fresher event?,,,Certain,Certainly not,Certain,Certainly not,,
2,If at least 15 people sign up today the fresher’s event will be held.,"If less than 15 people sign up today, the fresher’s event will postponed.","If the fresher’s event is held, Mark will open the college bar.",If the fresher’s event is postponed the college bar will remain shut.,Modal on different QUD,Modal on different QUD,The 25 people that signed up are president's friends.,The 25 people that signed up seem to be all the president's friends. That is funny it does look like he has a large network.,How certain are you that at least 15 people signed up for today’s fresher event?,How certain are you that less than 15 people signed up for today’s fresher event?,,,Certain,Certainly not,Certain,Certainly not,,
3,If at least 15 people sign up today the fresher’s event will be held.,"If less than 15 people sign up today, the fresher’s event will postponed.","If the fresher’s event is held, Mark will open the college bar.",If the fresher’s event is postponed the college bar will remain shut.,Modal on different QUD,Modal on different QUD,The 25 people that signed up seem to be all the president's friends. That is funny it does look like he has a large network.,The 25 people that signed up are president's friends.,How certain are you that today’s fresher’s event will be held?,How certain are you that today’s fresher’s event will be postponed?,,,Certain,Certainly not,Certain,Certainly not,,
4,If at least 15 people sign up today the fresher’s event will be held.,"If less than 15 people sign up today, the fresher’s event will postponed.","If the fresher’s event is held, Mark will open the college bar.",If the fresher’s event is postponed the college bar will remain shut.,Modal on different QUD,Modal on different QUD,The 25 people that signed up are president's friends.,The 25 people that signed up seem to be all the president's friends. That is funny it does look like he has a large network.,How certain are you that today’s fresher’s event will be held?,How certain are you that today’s fresher’s event will be postponed?,,,Certain,Certainly not,Certain,Certainly not,,
5,If at least 15 people sign up today the fresher’s event will be held.,"If less than 15 people sign up today, the fresher’s event will postponed.","If the fresher’s event is held, Mark will open the college bar.",If the fresher’s event is postponed the college bar will remain shut.,Modal on different QUD,Modal on different QUD,The 25 people that signed up seem to be all the president's friends. That is funny it does look like he has a large network.,The 25 people that signed up are president's friends.,How certain are you that the college bar is open today?,How certain are you that the college bar will be kept shut today?,,,Certain,Certainly not,Certain,Certainly not,,
6,If at least 15 people sign up today the fresher’s event will be held.,"If less than 15 people sign up today, the fresher’s event will postponed.","If the fresher’s event is held, Mark will open the college bar.",If the fresher’s event is postponed the college bar will remain shut.,Modal on different QUD,Modal on different QUD,The 25 people that signed up are president's friends.,The 25 people that signed up seem to be all the president's friends. That is funny it does look like he has a large network.,How certain are you that the college bar is open today?,How certain are you that the college bar will be kept shut today?,,,Certain,Certainly not,Certain,Certainly not,,
,,,,,,,,,,,,,,,,,,
1,If Jill takes the beef out of the freezer to defrost she will cook it that night and not have kababs.,"If she Jill finds lamb kababs on sale at the store, she will cook that for dinner not defrost the beef.",If Jill has beef she will make aubergine for Sarah since Sarah doesn’t eat beef.,If Jill make lamb kababs then Sarah will eat them and Jill will not make aubergine.,Modal on different QUD,Modal on different QUD,Jill may have eaten the left over rice that she found when she took the beef out of the freezer.,Jill ate the left over rice that she found when she took the beef out of the freezer.,How certain are you that Jill took the beef out of the freezer to defrost?,How certain are you that Jill finds lamb kababs on sale at the store.,,,Certain,Certainly not,Certain,Certainly not,,
2,If Jill takes the beef out of the freezer to defrost she will cook it that night and not have kababs.,"If she Jill finds lamb kababs on sale at the store, she will cook that for dinner not defrost the beef.",If Jill has beef she will make aubergine for Sarah since Sarah doesn’t eat beef.,If Jill make lamb kababs then Sarah will eat them and Jill will not make aubergine.,Modal on different QUD,Modal on different QUD,Jill ate the left over rice that she found when she took the beef out of the freezer.,Jill may have eaten the left over rice that she found when she took the beef out of the freezer.,How certain are you that Jill took the beef out of the freezer to defrost?,How certain are you that Jill finds lamb kababs on sale at the store.,,,Certain,Certainly not,Certain,Certainly not,,
3,If Jill takes the beef out of the freezer to defrost she will cook it that night and not have kababs.,"If she Jill finds lamb kababs on sale at the store, she will cook that for dinner not defrost the beef.",If Jill has beef she will make aubergine for Sarah since Sarah doesn’t eat beef.,If Jill make lamb kababs then Sarah will eat them and Jill will not make aubergine.,Modal on different QUD,Modal on different QUD,Jill may have eaten the left over rice that she found when she took the beef out of the freezer.,Jill ate the left over rice that she found when she took the beef out of the freezer.,How certain are you that Jill made beef for dinner?,How certain are you that Jill made lamb kababs for dinner?,,,Certain,Certainly not,Certain,Certainly not,,
4,If Jill takes the beef out of the freezer to defrost she will cook it that night and not have kababs.,"If she Jill finds lamb kababs on sale at the store, she will cook that for dinner not defrost the beef.",If Jill has beef she will make aubergine for Sarah since Sarah doesn’t eat beef.,If Jill make lamb kababs then Sarah will eat them and Jill will not make aubergine.,Modal on different QUD,Modal on different QUD,Jill ate the left over rice that she found when she took the beef out of the freezer.,Jill may have eaten the left over rice that she found when she took the beef out of the freezer.,How certain are you that Jill made beef for dinner?,How certain are you that Jill made lamb kababs for dinner?,,,Certain,Certainly not,Certain,Certainly not,,
5,If Jill takes the beef out of the freezer to defrost she will cook it that night and not have kababs.,"If she Jill finds lamb kababs on sale at the store, she will cook that for dinner not defrost the beef.",If Jill has beef she will make aubergine for Sarah since Sarah doesn’t eat beef.,If Jill make lamb kababs then Sarah will eat them and Jill will not make aubergine.,Modal on different QUD,Modal on different QUD,Jill may have eaten the left over rice that she found when she took the beef out of the freezer.,Jill ate the left over rice that she found when she took the beef out of the freezer.,How certain are you that Jill made aubergine for Sarah?,How certain are you that Sarah had the lamb kababs?,,,Certain,Certainly not,Certain,Certainly not,,
6,If Jill takes the beef out of the freezer to defrost she will cook it that night and not have kababs.,"If she Jill finds lamb kababs on sale at the store, she will cook that for dinner not defrost the beef.",If Jill has beef she will make aubergine for Sarah since Sarah doesn’t eat beef.,If Jill make lamb kababs then Sarah will eat them and Jill will not make aubergine.,Modal on different QUD,Modal on different QUD,Jill ate the left over rice that she found when she took the beef out of the freezer.,Jill may have eaten the left over rice that she found when she took the beef out of the freezer.,How certain are you that Jill made aubergine for Sarah?,How certain are you that Sarah had the lamb kababs?,,,Certain,Certainly not,Certain,Certainly not,,
